l4_txn_coredataset.send_bank_ctry_code,l4_txn_coredataset.bene_bank_ctry_code,txn_count
EE,CL,28
EG,AL,13
FI,CZ,5919
GE,LI,117
GN,CI,235
HR,CW,10
HT,AW,25
KW,LC,3
NZ,VN,2780
SO,TH,1
SS,PH,78
TT,SV,257
TZ,MV,4
US,YE,32712
UY,SE,250
NULL,MM,439
AS,GB,9
BT,JP,11
DM,ZM,1
EE,CM,16
EG,AM,34
ID,VG,12
IE,UG,50894
IL,NG,2453
IM,MG,65
IS,GG,13
KZ,ID,493
LA,CD,1
LB,BD,398
LS,TR,2
MA,GR,186
MC,ER,1
ME,CR,11
MG,AR,1
MR,ZA,62
MW,UA,75
MY,SA,1911
OM,DO,39
RS,KZ,39
TW,PW,1
TZ,MW,601
NULL,MN,16
AM,MC,2
AU,EC,1947
EE,CN,4566
GA,PK,11
GE,LK,85
GI,HK,192
GM,DK,5
HR,CY,414
IS,GH,129
KY,JE,214
KZ,IE,1100
LB,BE,1192
LC,AE,81
LR,US,14517
LU,RS,142
MC,ES,517
MY,SB,25
TT,SX,25
TZ,MX,14
UY,SG,626
NULL,MO,424
AM,MD,99
BJ,TR,601
BR,LR,2
BS,KR,40
BW,GR,10
CI,ZA,1446
CN,UA,1935
CR,QA,65
CV,MA,6
DZ,MO,4
EE,CO,115
GA,PL,32
GH,IL,1131
GN,CL,18
HR,CZ,5252
IL,NI,14
IN,LI,245
IS,GI,16
IT,FI,1178
LB,BF,37
MA,GT,6
MC,ET,42
MG,AT,31
MX,TC,57
MY,SC,54
SK,XK,13
SS,PK,54
TR,UY,244
TW,PY,230
TZ,MY,1428
XK,KE,6
YE,US,33260
AM,ME,27
AO,KE,190
AU,EE,576
BI,US,2323
BN,PS,4
BY,ES,575
CW,LB,15
GB,OM,5341
GG,JM,9
GH,IM,1458
GN,CM,69
IT,FJ,1
LB,BG,290
LC,AG,1
LU,RU,2548
MG,AU,47
NL,AD,39
PA,UA,56
PE,QA,47
PF,PA,11
PH,NA,24
PS,CA,1684
PT,BA,41
SS,PL,10
SV,ML,7
SZ,IL,4
TR,UZ,2375
TZ,MZ,615
UG,AZ,1
UY,SI,74
BJ,TT,2
BR,LT,79
BW,GT,2
BY,ET,21
CO,TC,2
CV,MC,2
CW,LC,11
GH,IN,12063
GI,HN,2
GN,CN,1810
IM,MK,43
IN,LK,11315
IR,HK,21
IT,FK,4
LA,CH,85
LB,BH,1090
LT,SV,8
MY,SE,2578
NI,DE,425
NL,AE,15830
PT,BB,102
SI,ZM,3
SZ,IM,41
XK,KG,16
AE,UG,9821
AG,SG,24
AL,NG,15
AU,EG,2760
BQ,MU,2
BR,LU,2737
CZ,ID,372
DZ,MR,39
EE,CR,21
EG,AR,29
ER,ZA,102
FJ,CA,21
GG,JO,96
IL,NL,7586
IM,ML,49
IQ,IL,1
IS,GL,111
JP,NZ,16896
KW,LI,40
LA,CI,3
LS,TW,12
LU,RW,101
NL,AF,88
PH,NC,2
SZ,IN,37
UY,SK,4
VA,LK,2
VE,HK,397
ZM,RE,1
AF,TH,171
AW,CH,27
BR,LV,198
CY,JE,901
CZ,IE,7722
DZ,MS,2
EC,ES,10066
GG,JP,297
IM,MM,18
IQ,IM,73
IS,GM,6
LB,BJ,44
MV,VG,2
MW,UG,533
MX,TG,31
MY,SG,225600
NL,AG,2
NZ,VU,357
PT,BD,360
RE,ZA,81
RO,PA,238
SV,MO,6
NULL,MT,34
AT,FI,917
BJ,TW,243
DZ,MT,1
EC,ET,95
EG,AT,466
ID,VN,5823
IM,MN,21
IQ,IN,1792
IS,GN,14
KW,LK,2524
LR,UY,15
ME,CY,246
MX,TH,2343
PH,NE,5
PK,KE,1252
PL,JE,531
PR,DE,1047
PT,BE,12276
RS,LB,29
SY,JP,2
VC,JM,26
NULL,MU,109
AF,TJ,125
AT,FJ,2
BQ,MX,5
CN,UG,879
CU,NG,1
DZ,MU,20
EG,AU,636
GE,LR,3
GI,HR,12
GN,CR,5
IL,NO,497
IM,MO,26
IT,FO,15
KZ,IL,1053
LR,UZ,5
LS,TZ,64
MD,NULL,1
ME,CZ,255
MY,SI,163
NG,FI,868
NL,AI,5
PF,PF,1
PT,BF,21
SV,MQ,2
VE,HN,5
YE,UY,2
AM,MK,12
AR,HK,5572
BI,UY,1
BS,KY,822
CO,TH,594
EE,CV,5
ES,YE,17
FI,DE,32311
GH,IS,32
GL,ES,2
HT,BB,12
IL,NP,269
KY,JM,1735
KZ,IM,1102
LB,BM,35
MX,TJ,1
NG,FJ,5
PA,UG,12
PH,NG,620
PK,KG,8
PT,BG,242
SO,TR,8
TN,ZA,275
TW,QA,218
TZ,NA,179
UG,BA,31
UZ,RO,45
NULL,MW,1
AL,NL,159
AW,CL,9
BI,UZ,1
BJ,TZ,10
BQ,MZ,13
BS,KZ,50
BZ,NULL,70
CM,VI,2
CW,LI,9
EE,CW,1
GA,PT,92
GE,LT,600
GH,IT,2740
IQ,IQ,315
KM,VN,3
KZ,IN,4573
LA,CN,142
LB,BN,1
MY,SK,348
NA,LK,2
NE,HK,645
NI,DK,30
PF,PH,2
PK,KH,9
PS,CH,902
PT,BH,58
RO,PE,97
RU,JE,987
SL,WS,1
SN,US,8324
SV,MS,1
SZ,IS,2
UG,BB,22
VC,JP,73
NULL,MX,49
AE,UM,28
AF,TM,562
AM,MM,1
AW,CM,1
DZ,MX,12
GD,MU,4
GE,LU,436
GI,HU,35
GP,AU,1
HT,BD,11
HU,AD,13
IN,LR,222
IS,GR,982
IT,FR,25197
JE,ZA,11546
JO,PA,106
KY,JO,1
LB,BO,4
MY,SL,10
NL,AL,183
OM,NULL,12
OM,DZ,85
PH,NI,12
PS,CI,4
SZ,IT,25
TR,VC,11
TT,TC,29
ZW,HK,183
NULL,MY,29862
AD,VN,1
AF,TN,2
AM,MN,5
AR,HN,113
AW,CN,85
CW,LK,4
DZ,MY,54
EE,CY,2081
FJ,CH,33
FK,BH,25
GE,LV,1297
GN,CV,3
HK,KE,5446
HR,DE,10384
HT,BE,248
HU,AE,1079
IE,US,7829827
IM,MS,1
IN,LS,10
IQ,IS,4
KY,JP,1880
NL,AM,394
PT,BJ,59
SV,MU,11
TC,AU,1
UG,BD,250
VA,LR,20
AL,NO,6
AM,MO,36
AW,CO,610
CV,ML,3
CZ,IL,1840
DZ,MZ,15
EE,CZ,2557
EG,AZ,44
HT,BF,61
HU,AF,21
IM,MT,237
IN,LT,230
IQ,IT,117
IS,GT,10
MV,VN,246
MX,TN,120
MY,SN,57
PF,PK,7
PR,DK,345
RO,PH,350
TR,VE,23
TZ,NE,16
UG,BE,1558
UZ,RS,8
CI,ZM,248
CY,JM,327
CZ,IM,651
FI,DJ,7
GD,MX,343
HK,KG,337
ID,VU,15
IM,MU,2547
IN,LU,1747
KW,LR,6
LB,BR,700
LC,AR,12
LS,UA,1
LU,SA,1518
MZ,RO,16
NG,FO,1
NI,DO,80
NL,AO,5
PF,PL,28
PH,NL,4192
PS,CL,168
RS,LI,216
SI,ZW,5
SX,KW,1
TC,AW,1
UG,BF,199
US,YT,483
VE,HT,5
CM,VN,77
CO,TN,4
CZ,IN,3664
ET,XK,1
FI,DK,2890
GA,PY,3
GD,MY,12
GN,CY,37
HK,KH,7232
IM,MV,24
IN,LV,1082
JO,PE,45
KN,US,1787
KW,LS,1
KZ,IS,38
LB,BS,13
NC,JP,20
PG,OM,1
PK,KM,2
PL,JM,196
PR,DM,33
PS,CM,4
PT,BM,34
SV,MX,10935
TR,VG,5
TZ,NG,970
UG,BG,51
US,YU,9
UZ,RU,2994
XK,KR,8
ZM,RO,18
AF,TR,1231
AO,KR,59
AR,HR,35
AT,FR,4720
AU,ER,6
AW,CR,49
BE,ZA,4254
BJ,UA,6
BN,QA,24
BO,PA,2340
BR,MA,460
BS,LA,1
CV,MO,5
CY,JO,1607
GN,CZ,25
HT,BI,46
IM,MW,289
IS,GW,12
KW,LT,18
KZ,IT,6342
LB,BT,1
LC,AT,7
LR,VC,3
LU,SC,19
MD,EC,183
PS,CN,26905
RO,PK,487
RS,LK,23
RW,HK,1702
SN,UY,5
SV,MY,73
SX,KY,34
TT,TH,253
UG,BH,72
UY,SV,350
YT,GB,3
AE,US,792469
AU,ES,8508
BS,LB,69
CY,JP,2846
FI,DM,3
HR,DJ,1
HT,BJ,117
IM,MX,1261
JO,PG,2
KW,LU,166
LC,AU,25
MG,BD,50
MX,TR,3203
MY,SR,9
NA,LR,2
NG,FR,15023
NL,AR,981
PH,NO,842
PL,JO,3550
PR,DO,2229
PS,CO,54
PT,BO,443
RO,PL,30923
SO,TZ,1
TR,VI,1
TZ,NI,1
UG,BI,643
AM,MT,12
AR,HT,10
AU,ET,2149
BR,MC,51
BS,LC,62
BZ,EC,42
CZ,IQ,38
FJ,CN,1442
HN,HK,2648
HR,DK,529
IE,UY,246412
IM,MY,1363
IN,LY,1
JO,PH,1122
KW,LV,86
LU,SE,5469
MD,EE,2
ME,DE,1114
MG,BE,79
MU,WS,7
MW,US,9244
MZ,RS,10
PH,NP,175
PL,JP,18228
RU,JM,35
UG,BJ,145
NULL,NA,15
AM,MU,34
AR,HU,137
BR,MD,4
CO,TR,1044
DZ,NA,94
EG,BA,85
FI,DO,94
FJ,CO,1
HU,AL,73
IE,UZ,1118
IL,NZ,682
IM,MZ,362
LB,BW,12
LC,AW,8
MG,BF,29
MX,TT,247
NA,LT,1
NE,HT,3
NL,AT,289919
OM,EC,72
PT,BQ,39
UA,HK,1964
ZM,RS,98
AG,SV,53
AM,MV,30
AW,CV,1
BO,PE,655
BR,ME,8
BT,KE,1
CN,US,1608281
CZ,IS,1990
EG,BB,4
HK,KM,36
HR,DM,1
HU,AM,89
LS,UG,11
LU,SG,21783
MD,EG,3
MG,BG,1
MZ,RU,87
NA,LU,5
NE,HU,2
NL,AU,9959
PK,KR,2585
PS,CR,7
PT,BR,4927
QA,ZA,5004
RU,JO,556
TZ,NL,3710
AF,TW,171
AM,MW,2
AW,CW,17
CO,TT,59
CZ,IT,26567
HK,KN,21
HN,HN,4781
JO,PK,1371
KW,LY,3
LA,CY,6
LB,BY,216
LT,TH,162
MG,BH,44
MY,SV,170
NA,LV,3
OM,EE,34
PA,US,288350
PT,BS,70
RU,JP,13218
TN,ZM,6
UG,BM,19
ZM,RU,174
ZW,HU,4
AG,SX,8
AM,MX,166
BJ,UG,18
BQ,NG,1
BR,MG,12
CV,MU,77
CW,LU,34
EG,BD,28
FJ,CR,1
GA,QA,1
GB,PA,26383
GE,MA,19
HR,DO,10
HT,BO,2
JO,PL,5200
LA,CZ,3
LB,BZ,1
LU,SI,102
MG,BI,3
MX,TW,19592
MZ,RW,16
NL,AW,1268
PF,PT,2
PT,BT,1
TR,VN,240526
TT,TN,1
AE,UY,956
AM,MY,174
AW,CY,6
BO,PH,2
CW,LV,7
DZ,NE,22
EE,DE,4778
EG,BE,1279
GP,BB,10
JE,ZM,1614
JP,OM,494
LT,TJ,23
MG,BJ,24
OM,EG,1984
RO,PR,40
RW,HR,3
SS,QA,27
TZ,NO,196
UG,BO,6
ZM,RW,417
AE,UZ,1765
AF,TZ,2
AL,NZ,2
AO,KZ,9
BS,LI,261
BY,FI,566
CI,ZW,35
CO,TW,4048
EG,BF,30
GE,MC,39
LU,SK,1483
MA,HK,5144
ME,DK,27
MY,SY,8
RO,PS,55
TC,BB,10
TZ,NP,120
NULL,NG,2634
CV,MX,3
DZ,NG,61
EG,BG,265
GE,MD,436
GI,ID,31
HK,KR,75171
HN,HR,4
HT,BR,86
HU,AR,102
IE,VA,315
IM,NA,156
IN,MA,587
IT,GA,50
JM,RO,75
LU,SL,36
MX,TZ,141
MY,SZ,3
NI,NULL,1
NL,AZ,714
PK,KW,614
PS,CW,1
PT,BW,11
RO,PT,3036
RS,LT,122
RW,HT,73
SX,LC,1
BG,XK,10
BO,PK,43
BR,MK,10
BS,LK,16
BW,HK,2974
CN,UY,1874
CV,MY,24
EG,BH,278
GB,PE,12766
GE,ME,47
GG,KE,400
GH,JE,655
GI,IE,404
GN,DE,198
GQ,AE,54
HT,BS,26
IT,GB,1401423
LT,TM,16
RS,LU,162
RW,HU,33
TT,TR,300
UA,HR,111
UG,BR,144
US,ZA,108420
UZ,SA,52
NULL,NI,3
BO,PL,42
BQ,NL,109
BR,ML,5
CN,UZ,1061
CO,TZ,19
CV,MZ,16
DZ,NI,24
EC,FI,195
EG,BI,12
GB,PF,507
HN,HT,2
HU,AT,43394
IE,VC,21228
IN,MC,43
LR,VN,70
LT,TN,5
LU,SN,84
PA,UY,2838
PF,PY,12
PK,KY,8
PS,CY,422
PT,BY,460
RS,LV,211
SV,NE,1
SZ,JE,13
TC,BE,31
TD,AE,378
UG,BS,9
VG,GB,224
BE,ZM,799
BR,MM,1
EE,DJ,1
EG,BJ,43
GB,PG,284
GD,NG,18
GE,MG,1
GM,EG,30
HN,HU,11
HU,AU,1695
IN,MD,38
IR,ID,720
JO,PR,10
KW,MA,1351
LB,CA,4466
LV,RO,601
PH,NZ,2933
PK,KZ,66
PR,NULL,9
PS,CZ,294
PT,BZ,7
TT,TT,5367
UG,BT,5
YE,VN,111
BI,VN,76
BR,MN,2
BW,HN,1
EE,DK,538
FJ,CY,12
GB,PH,67470
GG,KH,14
IE,VE,1178
IM,NE,20
IN,ME,18
IQ,JE,135
IR,IE,1
IT,GE,876
JM,RS,14
JO,PS,2324
LC,BB,205
SV,NG,25
TR,VU,17
UA,HU,2390
VE,ID,2
NULL,NL,871
AE,VA,1
AF,UA,98
AM,NA,1
AO,LA,6
AT,GA,28
BM,RO,477
BR,MO,272
BY,FO,14
DZ,NL,368
FI,NULL,26
FI,DZ,33
FJ,CZ,15
HK,KW,714
HU,AW,2
IN,MF,3
JO,PT,299
KW,MC,15
RO,PY,10
ST,PH,40
UZ,SE,14
VE,IE,37
VG,GE,1
AO,LB,767
AT,GB,591296
EG,BM,4
GN,DJ,21
GP,BJ,2
IE,VG,612
IM,NG,1019
IN,MG,369
IT,GG,12
JM,RU,145
LB,CD,199
LC,BD,1
LT,TR,725
LU,SR,1
MA,HR,11
MC,FR,4604
MG,BR,17
MS,ZA,1
MX,UA,185
MZ,SA,33
NG,GA,189
NL,BA,1991
SV,NI,2034
TN,ZW,17
TT,TW,513
UG,BW,171
AE,VC,69
BR,MQ,1
GB,PK,25857
GE,MK,19
GN,DK,42
HK,KY,2126
IT,GH,1107
KN,VE,1
KR,RE,2
KW,ME,124
KY,KE,303
KZ,JE,726
LA,DE,17
LC,BE,10
LS,US,1147
LU,SS,1
LV,RS,177
MD,ES,31
NG,GB,261433
NL,BB,95
QA,ZM,109
TC,BJ,1
UY,TG,1
UZ,SG,276
ZM,SA,239
NULL,NO,57
AR,ID,513
AT,GD,8
BO,PR,117
BR,MR,8
BY,FR,377
CO,UA,15
CV,NA,10
DZ,NO,13
EE,DO,202
EG,BO,12
GB,PL,375935
GD,NL,5
GE,ML,2
GI,IL,643
HK,KZ,1223
HR,NULL,10
HR,DZ,7
HU,AZ,124
IE,VI,235
IM,NI,103
IT,GI,25
JE,ZW,2649
LB,CF,3
LT,TT,13
MA,HT,31
MD,ET,2
MY,TC,1
MZ,SC,6
NA,MC,1
NI,EC,228
ST,PK,8
SX,LK,3
UG,BY,53
UY,TH,108
VG,GH,7
NULL,NP,4
AE,VE,36
AR,IE,719
AT,GE,672
AW,DE,48
AZ,AE,3205
BJ,US,11616
BM,RS,5
BO,PS,4
BZ,ES,4
DZ,NP,1
GB,PM,40
GE,MM,3
GH,JM,56
GI,IM,176
KN,VG,5
KW,MG,16
LB,CG,31
LC,BG,1
LV,RU,12310
MA,HU,1030
MY,TD,13
NE,ID,49
NG,GD,58
NL,BD,3403
PA,VA,3
PT,CA,2985
SV,NL,1049
TD,AL,1
TT,TZ,5
TZ,NZ,216
UG,BZ,4
UZ,SI,10
ZM,SC,46
AZ,AF,16
BO,PT,66
BR,MT,179
BS,LT,2
CN,VC,8
CW,MC,5
GE,MN,7
GG,KN,5
GI,IN,56
IN,MK,44
IS,HK,2573
JO,PY,43
LB,CH,5958
LC,BH,3
LU,SV,132
MZ,SE,346
NC,KE,11
NE,IE,25
NG,GE,964
NL,BE,116217
NZ,WS,293
OM,ES,535
PK,LB,396
SZ,JM,8
TC,BM,36
TD,AM,4
ZW,ID,3
AE,VG,499
AF,UG,50
AM,NG,18
AT,GG,4
BM,RU,327
BR,MU,316
BS,LU,630
BW,HU,35
EC,FR,1886
EG,BR,164
ES,ZA,1017
FK,CA,13
GD,NO,7
GE,MO,22
GH,JO,155
GN,DO,8
IM,NL,450
IN,ML,298
IR,IL,16
LB,CI,229
LT,TW,856
LV,RW,4
MG,BW,2
NG,GF,2
NL,BF,99
OM,ET,235
PA,VC,47
PR,EC,635
SN,VN,27
UZ,SK,3
ZM,SE,311
ZW,IE,51
AG,TH,7
AT,GH,613
BR,MV,29
BS,LV,39
CN,VE,47
CV,NE,36
CY,KE,2007
CZ,JE,215
EG,BS,4
GH,JP,1336
IL,OM,20
IN,MM,538
IT,GM,5
LU,SX,9
MX,UG,61
MY,TG,10
MZ,SG,638
NA,MG,2
NG,GG,103
NI,EG,1
NL,BG,3618
PT,CD,155
RO,QA,132
RS,MA,6
SV,NO,43
VE,IL,2
XK,LI,8
AE,VI,2
AO,LI,17
AT,GI,54
AU,FI,1625
BE,ZW,310
BM,RW,8
BR,MW,24
FI,EC,406
IE,VN,1556060
IN,MN,49
IS,HN,5
IT,GN,65
KW,MK,12
LA,DK,9
LB,CK,1
MG,BY,1
MY,TH,23528
NG,GH,14578
NL,BH,937
PA,VE,524
PL,KE,1824
PS,DE,959
SV,NP,6
SZ,JP,4
US,ZM,27049
ZM,SG,555
AU,FJ,1103
BR,MX,6699
CN,VG,56
CO,UG,18
CV,NG,122
CY,KG,185
GB,PR,4742
GG,KR,74
GL,FR,19
GP,BR,2
GQ,AR,5
HK,LA,163
HT,CA,590
HU,BA,1016
IM,NO,52
IN,MO,636
IQ,JO,2141
KW,ML,21
LB,CL,70
LT,TZ,31
ME,NULL,1
MZ,SI,2
NG,GI,124
NL,BI,137
PT,CF,4
RS,MC,12
UY,TN,12
VE,IN,13
XK,LK,37
AO,LK,7
AS,HK,5
BJ,UY,23
BO,PY,564
BR,MY,1996
CY,KH,282
ET,YE,17
FI,EE,2305
FJ,DE,34
GB,PS,5557
GI,IS,20
GM,ES,2
HK,LB,2335
HU,BB,29
IM,NP,28
IQ,JP,119
KW,MM,8
KZ,JM,18
LB,CM,109
LC,BM,21
MY,TJ,26
NL,BJ,472
PA,VG,221
PG,PG,1
PL,KG,95
PR,EG,3
PT,CG,29
RS,MD,73
RW,ID,81
ST,PR,2
TD,AR,5
TO,ZA,1
TT,UA,19
UG,CA,4294
ZM,SI,2
AM,NL,751
AR,IL,2655
AT,GL,1
BQ,NZ,2
BR,MZ,319
EG,BW,3
GB,PT,270406
GE,MT,238
GI,IT,42
GM,ET,55
GQ,AT,2
HK,LC,26
HR,EC,294
KW,MN,47
KY,KN,31
LB,CN,25279
MU,XK,24
MZ,SK,2
PG,PH,371
PL,KH,251
PT,CH,5612
RS,ME,2556
RU,KE,1815
RW,IE,119
SO,US,150
TC,BS,47
AR,IM,20
AT,GM,3
AW,DM,1
FI,EG,760
GE,MU,168
HN,ID,38
HT,CD,19
HU,BD,37
IN,MR,28
IS,HR,1551
IT,GR,1728
JM,SA,3
JO,QA,1077
JP,PA,3500
KR,RO,725
KW,MO,23
KZ,JO,161
LB,CO,208
MY,TL,53
MZ,SL,2
NA,ML,2
NE,IL,51
NL,BL,3
PK,LI,14
PL,KI,2
PT,CI,20
QA,ZW,165
ST,PT,1108
TD,AT,11
ZM,SK,6
AE,VN,10424
AR,IN,2895
AT,GN,136
CW,MK,1
EG,BY,110
FK,CH,1
GE,MV,11
HN,IE,139
HR,EE,23
HU,BE,13876
ID,WS,1
IN,MS,2
KZ,JP,1855
MY,TM,2057
NE,IM,26
NG,GM,331
NL,BM,446
PS,DJ,10
RU,KG,1981
SX,LU,3
TD,AU,6
UA,ID,290
UG,CD,2381
UY,TR,147
VC,KR,2
ZM,SL,56
ZW,IL,2
NULL,NZ,245
AM,NO,63
AU,FO,11
AW,DO,217
AZ,AO,1
CV,NL,25
DZ,NZ,4
EE,NULL,27
EE,DZ,14
GB,PW,1
GE,MW,6
GG,KW,40
HT,CF,9
IN,MT,208
IR,IT,6
IT,GT,1146
MW,VN,14
MY,TN,532
MZ,SN,24
NE,IN,381
NG,GN,192
NL,BN,22
PG,PK,67
PK,LK,297
PS,DK,333
PT,CK,1
RU,KH,290
TW,RE,3
UA,IE,316
ZW,IM,122
AM,NP,2
CY,KM,6
CZ,JM,72
GE,MX,127
HR,EG,166
HU,BG,2365
IE,VU,1826
IN,MU,8250
IS,HU,6092
KW,MR,108
KY,KR,102
LB,CR,31
LC,BR,21
LT,UA,1042
LV,SA,76
MC,GA,20
MG,CA,142
MY,TO,2
NL,BO,52
PT,CL,388
UG,CF,2178
UY,TT,12
VA,MT,2
VE,IT,159
VG,GT,14
ZM,SN,99
ZW,IN,209
CN,VN,20212
CY,KN,240
FJ,DK,2
GB,PY,4155
GE,MY,601
GG,KY,208
HT,CH,118
HU,BH,30
IN,MV,691
JM,SE,56
JP,PE,2475
KR,RS,96
LC,BS,13
MC,GB,6188
NG,GP,28
PH,OM,66
PT,CM,80
TT,UG,90
TV,SG,2
UG,CG,67
VA,MU,1
AO,LR,4
AT,GR,468
AU,FR,13713
AZ,AR,10
BF,ZA,1306
BJ,VA,1
BM,SA,44
BR,NA,41
BS,MA,38
CR,RO,84
CV,NO,1
CZ,JO,290
FK,CL,3
GD,NZ,2
GG,KZ,12
GN,NULL,7
GN,DZ,84
HK,LI,2681
HT,CI,10
HU,BI,4
IN,MW,756
IT,GW,1
JP,PF,25
KW,MT,80
LU,TC,1
LV,SC,3
ME,EC,31
NG,GQ,44
NL,BQ,891
PA,VN,522
PT,CN,9000
RS,MK,801
UG,CH,2425
AF,US,3500
AR,IS,53
BY,GB,12318
CZ,JP,3383
ES,ZM,114
HU,BJ,23
IN,MX,1609
JM,SG,248
JP,PG,58
KR,RU,7374
KW,MU,299
LB,CU,1
LU,TD,47
MA,ID,285
MG,CD,54
MY,TR,4192
NA,MR,2
NC,KR,28
NG,GR,1190
NL,BR,4420
PE,RO,68
PS,DO,23
PT,CO,1019
RW,IL,262
SV,NZ,50
UG,CI,594
US,ZW,9378
UY,TW,920
VA,MW,38
AG,TT,256
AO,LT,2
AR,IT,1626
AT,GT,226
AZ,AT,1114
BR,NC,1
BS,MC,134
HK,LK,15354
IN,MY,20571
IT,GY,4
JP,PH,19237
KW,MV,168
LB,CV,4
LV,SE,194
MA,IE,821
MC,GE,82
ME,EE,30
MX,US,1838444
NI,ES,1041
NL,BS,126
PL,KP,3
RW,IM,50
VA,MX,22
XK,LU,46
AE,VU,32
AI,RU,1
AO,LU,30
AZ,AU,89
BS,MD,2
BW,ID,19
CY,KR,7094
DO,ZA,54
EC,GA,3
EG,CA,2631
HN,IL,129
HT,CL,76
IM,NZ,685
IN,MZ,565
JM,SI,24
KR,RW,678
KW,MW,51
KY,KW,49
LB,CW,60
LC,BW,11
MY,TT,27
NE,IT,83
NG,GT,17
NL,BT,108
RS,MN,1
RU,KN,17
RW,IN,3304
VC,KY,15
ZM,SS,15
AO,LV,3
BJ,VE,1
BM,SE,61
BR,NE,24
BS,ME,27
BW,IE,54
BY,GE,1132
CO,US,480312
CR,RS,20
EC,GB,6726
HT,CM,17
HU,BM,10
KW,MX,205
LT,UG,15
LU,TG,22
LV,SG,2618
MC,GG,71
ME,EG,8
MG,CG,2
NA,MU,247
NG,GU,20
PK,LR,10
PL,KR,7961
PT,CR,252
RS,MO,3
UA,IL,4211
UG,CL,5
UY,TZ,18
VA,MZ,7
ZW,IT,136
AG,TW,7
AT,GW,1
AZ,AW,2
EE,EC,200
HN,IN,473
HT,CN,2563
JM,SK,6
JP,PK,2395
KW,MY,3627
KY,KY,2965
LB,CY,2261
LU,TH,2957
LY,PH,154
MC,GH,55
MG,CH,144
NA,MV,3
PE,RS,45
PR,ES,3931
TZ,OM,421
UA,IM,111
UG,CM,348
BM,SG,692
BR,NG,377
BY,GG,5
CN,VU,64
CR,RU,111
CW,MU,55
EC,GD,3
EG,CD,52
FI,ER,2
GB,QA,11695
GE,NA,9
GP,CA,92
GQ,BA,1
HT,CO,212
JP,PL,26487
KW,MZ,16
KY,KZ,21
LA,NULL,5
LB,CZ,387
LV,SI,36
MC,GI,22
MD,FI,2
MG,CI,33
MY,TW,60423
NA,MW,100
NG,GW,33
NL,BW,114
PG,PT,1
PK,LT,27
PR,ET,2
UA,IN,1640
UG,CN,27314
AN,MY,3
BL,TH,2
BY,GH,19
CW,MV,2
EC,GE,29
EE,EE,241
FI,ES,6683
GG,LB,282
GL,GB,172
LU,TJ,22
NA,MX,1
PE,RU,369
PK,LU,96
RU,KR,30902
SK,ZA,228
TC,CA,42
TW,RO,1223
UG,CO,28
AF,UZ,1129
AM,NZ,47
AZ,AZ,706
BM,SI,7
BR,NI,141
BY,GI,1
CR,RW,2
CW,MW,5
CY,KW,513
EG,CF,6
FI,ET,385
LV,SK,678
LY,PK,22
MX,UY,5468
NA,MY,37
NG,GY,262
NL,BY,1363
PK,LV,135
PT,CV,107092
CW,MX,280
EE,EG,21
EG,CG,11
GQ,BD,14
GR,AD,21
HK,LR,385
HT,CR,183
HU,BR,230
IL,PA,1138
IN,NA,100
LV,SL,1
LY,PL,20
MA,IL,39
MG,CL,2
MX,UZ,2
MY,TZ,331
MZ,SZ,64
NA,MZ,33
NL,BZ,1
OM,FI,129
PE,RW,1
PL,KW,192
PT,CW,240
RS,MT,64
RW,IT,197
UA,IQ,2
BT,LK,5
CO,UY,1867
CW,MY,4
CY,KY,720
EC,GH,12
EG,CH,3081
GA,RE,1
GH,KE,1878
GI,JE,242
GN,EE,2
GQ,BE,2
GR,AE,5984
HN,IS,5
HR,ES,1253
HU,BS,27
LU,TM,91
MA,IM,92
MG,CM,9
OM,FJ,134
RS,MU,20
TD,BD,3
UG,CR,14
UY,UA,12
ZM,SZ,38
BM,SL,2
BR,NL,13081
BW,IL,59
CO,UZ,1
CY,KZ,1132
EC,GI,1
EG,CI,85
ES,ZW,61
GQ,BF,1
HK,LT,1089
HN,IT,1083
HR,ET,28
LU,TN,110
LV,SN,30
MA,IN,3299
MC,GN,14
MG,CN,2352
PL,KY,38
PT,CY,551
RS,MV,7
SZ,KE,78
TD,BE,42
TT,US,93984
TW,RS,8077
UA,IS,466
BF,ZM,35
BW,IM,403
GE,NG,384
GH,KG,12
GN,EG,92
GR,AG,9
HK,LU,17262
IS,ID,115
JM,SR,130
JP,PR,177
KR,SA,1840
KW,NA,10
LC,CA,118
PL,KZ,1445
PS,NULL,4
PS,DZ,68
PT,CZ,3399
RS,MW,1
RU,KW,177
TD,BF,8
UA,IT,1636
BJ,VN,76
BW,IN,1123
BY,GN,15
GH,KH,45
GL,GH,16
GP,CH,14
HK,LV,3129
HT,CV,1
IL,PE,634
IN,NE,120
IQ,KE,44
IS,IE,4978
JP,PS,323
KR,SB,13
KY,LB,242
MC,GP,1
RS,MX,43
SR,SG,27
TW,RU,2165
AL,PA,90
AO,MA,37
AU,GA,17
AZ,BA,13
BR,NO,2036
BS,MO,1
EG,CL,16
FJ,NULL,5
GG,LI,200
GP,CI,3
HU,BW,13
IE,WF,1
IL,PF,3
JP,PT,1394
KR,SC,34
KY,LC,182
LA,EC,1
MA,IQ,254
MC,GQ,1
RS,MY,101
RU,KY,100
TC,CH,40
UG,CV,3
VN,AE,3199
NULL,OM,5
AU,GB,230161
BR,NP,31
DZ,OM,67
EG,CM,58
IL,PG,1
IN,NG,4138
IQ,KG,6
